Book Name,Author,Rating,Number of Reviews,Price,cleaned_description,Listening Time (minutes),Rank,Genre
F*Cking History: 111 Lessons You Should Have Learned In School,The Captain,5.0,182,754,"history that doesn't suck smart, crude, and hilariously relevant to modern life.",247,152,Audible Audiobooks & Originals
Cosmos,Carl Sagan,4.5,966,1005,"cosmos is one of the bestselling science books of all time. in cleareyed prose, sagan reveals a jewellike blue world inhabited by a life form that is just beginning to discover its own identity and to venture into the vast ocean of space. featuring a new introduction by sagan's collaborator, ann druyan, and a new foreword by astrophysicist neil degrasse tyson, cosmos retraces the fourteen billion years of cosmic evolution that have transformed matter into consciousness, exploring such topics as the origin of life, the human brain, egyptian hieroglyphics, spacecraft missions, the death of the sun, the evolution of galaxies, and the forces and individuals who helped to shape modern science.",871,90,Audible Audiobooks & Originals
Badi Soch Ka Bada Jadu [The Magic Of Thinking Big],David Schwartz,4.5,805,836,"badi shoch ka bada jadu is the hindi translation of david j. schwartz's best seller the magic of thinking big. the authors point of view is that thinking big is the way to success, that is, thinking positively about oneself. the main stumbling block that prevents many people from succeeding in their life is the smallness or inconsequential nature of their thoughts. schwartz tries to prove that it is not necessary to have an inherent talent or be an intellectual for attaining success, but there is a need for a person to understand and learn the habit of behaving and thinking in ways by which he or she can reach the top. his book begins with the story of a salesman who is able to sell more, and make more money than his cosalesmen. he is not highly qualified, influential, or smarter than his friends. however, he just decides that he should sell more and eventually he achieves what he wants.",691,275,Audible Audiobooks & Originals
Indistractable: How To Control Your Attention And Choose Your Life,Nir Eyal,4.6,663,1003,"indistractable provides a framework that will deliver the focus you need to get results. james clear, author of atomic habits",315,169,Audible Audiobooks & Originals
Harvard Business Review Manager'S Handbook: The 17 Skills Leaders Need To Stand Out,Harvard Business Review,4.7,143,668,the one primer you need to develop your managerial and leadership skills.,581,137,Audible Audiobooks & Originals
Marketing 4.0: Moving From Traditional To Digital,Philip Kotler,4.4,378,469,marketing has changed forever this is what comes next.,288,225,Audible Audiobooks & Originals
Who Will Cry When You Die?,Robin Sharma,4.5,5417,469,"when you were born, you cried while the world rejoiced. live your life in such a way that when you die, the world cries while you rejoice. ancient sanskrit saying",479,3,Unknown
"The Phoenix Project: A Novel About It, Devops, And Helping Your Business Win 5Th Anniversary Edition",Gene Kim,4.7,4157,836,"five years after this sleeper hit took on the world of it and flipped it on its head, the fifth anniversary edition of the phoenix project continues to guide it in the devops revolution. in this newly updated and expanded edition of the bestselling the phoenix project, coauthor gene kim includes a new afterword and a deeper delve into the three ways as described in the devops handbook.",479,3,Unknown
"The 5 Second Rule: Transform Your Life, Work, And Confidence With Everyday Courage",Mel Robbins,4.4,2311,668,how to enrich your life and destroy doubt in five seconds.,479,3,Unknown
The Arts Of Seduction,Seema Anand,4.2,82,668,"the arts of seduction is a guide to having great sex in the 21st century. it seeks to make what has been largely reduced to an act of instant gratification a rather more pleasurable experience. drawing inspiration from the kama sutra, whose groundbreaking attitudes towards sex remain relevant thousands of years after it was first composed, the book delves into numerous techniques and refinements that elevate sex to an altogether different level whether it is innovative codes for love messages, the effects of applying perfume to different parts of the body, the many different types of kissing, where and how to massage your lovers feet or what kind of jewellery to wear during lovemaking. accessible, sensuous and full of surprises, the arts of seduction will forever change the way you think about love and lovemaking.",479,3,Unknown
The Monk Who Sold His Ferrari (Hindi): A Fable About Fulfilling Your Dreams And Reaching Your Destiny,Robin Sharma,4.5,536,668,"wisdom to create a life of passion, purpose, and peace",479,3,Self-Help
The Hospital: The Free Short Story: The First Mountain Man Story,Keith C. Blackmore,3.9,399,0,"mountain man augustus berry is a survivor in undead suburbia. he scavenges what he can from what's left over. he is very careful in what he does and where he goes, taking no chances, no unnecessary risks, and weighing every choice...until he decides to visit the hospital at the edge of town, and experiences terror the likes he's never encountered before. a short story of approximately 9,500 words. the first story of the mountain man series. contains language and graphic violence. if you enjoy this, check out the rest of the series.",479,3,Unknown
How To Be A Bawse: A Guide To Conquering Life,Lilly Singh,4.6,2008,683,"from actress, comedian and youtube sensation lilly singh aka superwoman comes the definitive guide to being a bawse a person who exudes confidence, reaches goals, gets hurt efficiently, and smiles genuinely because they've fought through it all and made it out the other side. told in her hilarious, bold voice that's inspired over nine million fans, and using stories from her own life to illustrate her message, lilly proves that there are no shortcuts to success.",479,3,Unknown
A Short History Of Nearly Everything,William Roberts,4.6,4297,797,featuring a special introduction written for the audiobook edition and read by the author,479,3,Unknown
The Goal: A Process Of Ongoing Improvement - 30Th Anniversary Edition,Eliyahu M. Goldratt,4.6,1566,937,"in this intriguing business novel, which illustrates stateoftheart economic theory, alex rogo is a unico plant manager whose factory and marriage are failing. to revitalize the plant, he follows piecemeal advice from an elusive former college professor who teaches, for example, that reduction in the efficiency of some plant operations may make the entire operation more productive. alex's attempts to find the path to profitability and to engage his employees in the struggle involve the listener; and thankfully the authors' economic models, including a game with matchsticks and bowls, are easy to understand. although some characters are as anonymous as the goods manufactured in the factory, others ring true. in addition, the tender story of alex and his wife's separation and reconciliation makes a touching contrast to the rest of the book. recommended for anyone with an interest in the state of the american economy.",479,3,Unknown
The Girl With A Plan: Love In Times Of Tinder,Shanaya Taneja,2.5,7,0,"what happens when a hot girl moves in as your new neighbour? varun is blown away by his new neighbour shanaya. he plans to get her interested in him, but before he can say anything, shanaya invites him over to help her move in. it does not take long before the sensual tension between them leads them into being naughty between the sheets. varuns plan had worked just as he thought, but soon he was to find out how wrong he was.",22,14,Audible Audiobooks & Originals
